mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,id,S07,S07T,S18B,S22,MOZT1,geos_chem_species
112.0,C8H16,"3-octene, (e)-",NMOC_g,,0.0023,,0.0015,0.0102,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h5,7H,3-4,6,8H2,1-2H3/b7-5+",OLE2,OLE2,OLE2,OLE2,BIGENE,
112.0,C8H16,"Cyclopentane, 1-ethyl-2-methyl-, cis-",NMOC_g,,,,,0.0025,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-3-8-6-4-5-7(8)2/h7-8H,3-6H2,1-2H3/t7-,8+/m1/s1",ALK5,ALK5,ALK5,ALK5,BIGALK,
112.0,C8H16,"1-heptene, 2-methyl-",NMOC_g,,,,0.0014,0.0079,,,,,,,,0.0003,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h2,4-7H2,1,3H3",OLE1,OLE1,OLE3,OLE3,BIGENE,
112.0,C8H16,"2-heptene, 6-methyl- (e)",NMOC_g,,,,,0.0081,,,,,,,,0.0007,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h4-5,8H,6-7H2,1-3H3/b5-4+",OLE1,OLE1,OLE1,OLE1,BIGENE,
112.0,C8H16,"3-heptene, 2-methyl-, (e)-",NMOC_g,,0.0019,,,0.0039,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h6-8H,4-5H2,1-3H3/b7-6+",OLE1,OLE1,OLE1,OLE1,BIGENE,
112.0,C8H16,2-methyl-2-heptene,NMOC_g,,0.0022,,0.0014,0.0122,,,,,,,,0.0006,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h7H,4-6H2,1-3H3",OLE2,OLE2,OLE4,OLE4,BIGENE,
112.0,C8H16,"3-heptene, 2-methyl-(z)",NMOC_g,,,,,0.0051,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-4-6-7-8(3)5-2/h5H,4,6-7H2,1-3H3/b8-5-",OLE1,OLE1,OLE1,OLE1,BIGENE,
112.0,C8H16,"1-pentene, 3-ethyl-3-methyl-",NMOC_g,,,,,0.0036,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-5-8(4,6-2)7-3/h5H,1,6-7H2,2-4H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
112.0,C8H16,"1-hexene, 2,5-dimethyl-",NMOC_g,,0.0016,,0.0012,0.0138,,,,,,,,0.0004,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-7(2)5-6-8(3)4/h8H,1,5-6H2,2-4H3",OLE1,OLE1,OLE1,OLE1,BIGENE,
112.0,C8H16,"Cyclohexane, 1,4-dimethyl-",NMOC_g,,0.0016,,0.0019,0.0098,,,,,,,,0.0007,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
112.0,C8H16,"Cyclohexane, 1,3-dimethyl-, trans-",NMOC_g,,,,,0.003,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H16/c1-7-4-3-5-8(2)6-7/h7-8H,3-6H2,1-2H3/t7-,8-/m1/s1",ALK5,ALK5,ALK5,ALK5,BIGALK,
112.0,C8H16,C8H16 isomers,NMOC_g,,,,,0.0101,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,634.803_1.034,ALK5,ALK5,ALK5,ALK5,BIGALK,
113.0,C4H3NO3,Nitrofuran,NMOC_g,,,,0.0036,0.0011,0.0004,,,0.0014,,,,0.0021,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0022,,,,,,,,,,,InChI=1S/C4H3NO3/c6-5(7)4-2-1-3-8-4/h1-3H,RNO3,RNO3,R1NO3,R1NO3,ALKNIT,
114.0,C8H18,N-octane,NMOC_g,0.013,0.0126,,0.0189,0.1407,0.012,,0.0076,0.0216,,,,0.0149,0.147,1.0,2.0,0.0,9.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,1.0,,0.0005,,0.0115,0.0605,0.0099,,0.0039,0.0237,,,,0.0275,,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
114.0,C8H18,"Heptane, 2-methyl-",NMOC_g,,,,0.0147,0.0342,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
114.0,C8H18,"Heptane, 3-methyl-",NMOC_g,,,,0.0074,0.0017,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
114.0,C8H18,"Hexane, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,0.0001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-5-6-8(4)7(2)3/h7-8H,5-6H2,1-4H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
114.0,C8H18,"2,3,4-trimethylpentane",NMOC_g,,,,0.0067,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",ALK4,ALK4,ALK4,ALK4,BIGALK,
114.0,C8H18,"Pentane,2,3,3-trimethyl",NMOC_g,,0.0003,,,0.0052,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-6-8(4,5)7(2)3/h7H,6H2,1-5H3",ALK4,ALK4,ALK4,ALK4,BIGALK,
114.0,C8H18,"Hexane, 2,5-dimethyl-",NMOC_g,,,,0.0003,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3",ALK5,ALK5,ALK5,ALK5,BIGALK,
114.0,C8H18,"Pentane, 2,2,4-trimethyl-",NMOC_g,0.004,0.0064,,0.0087,,0.003,,,0.0639,,,,0.0773,,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,,,,0.011,,,,,0.0807,,,,0.1473,,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",ALK3,ALK3,ALK3,ALK3,BIGALK,
114.0,C6H10O2,2-vinylethyl acetate,NMOC_g,,0.0111,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C6H10O2/c1-3-4-5-8-6(2)7/h3H,1,4-5H2,2H3",OLE2,OLE2,OLEP,OLEP,BIGENE,
114.0,C6H10O2,caprolactone/C6 esters/ C6 diketone isomers,NMOC_g,,0.0419,,0.0168,0.0352,,,,,,,,0.0262,,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0083,,,,,,,,,,,,,664.794_1.738,PRD2,PRD2,OTH3,ALK6,MEK,
114.0,C7H14O,Heptanal,NMOC_g,,0.0096,,0.0097,0.0131,,,,,,,,,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",RCHO,RCHO,RCHO,RCHO,BIGALK,
114.0,C7H14O,2-heptanone,NMOC_g,,,,0.0027,0.0065,,,,,,,,0.0055,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",PRD2,PRD2,KET2,KET2,MEK,
114.0,C7H14O,"3-pentanone, 2,4-dimethyl",NMOC_g,,0.0073,,,0.006,,,,,,,,0.0082,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",PRD2,PRD2,KET2,KET2,MEK,
114.0,C5H6O3,5-hydroxymethyl-2[3h]-furanone,NMOC_g,,,,0.2097,0.1713,0.0728,,,0.582,,,,0.3682,,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.2044,,,,,,,,,,,"InChI=1S/C5H6O3/c6-3-4-1-2-5(7)8-4/h1,6H,2-3H2",OLE2,OLE2,OLEP,OLEP,BIGENE,
116.0,C5H8O3,5-hydroxymethyl tetrahydro 2-furanone + 5-hydroxy tetrahydro 2-furfural,NMOC_g,0.1906,0.0894,,0.1388,0.0279,0.0495,0.1824,0.0493,0.2439,,,,0.419,0.0161,1.0,2.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,,0.0825,,0.07,0.019,0.0038,,0.0457,,,,,0.1967,,116.04716_C5H8O3,OLE2,OLE2,OLEP,OLEP,BIGENE,
116.0,C6H12O2,N-butyl acetate,NMOC_g,,,,0.01,,,,,,,,,0.0024,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,0.0001,,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",ALK4,ALK4,OTH3,ALK6,BIGALK,
116.0,C9H8,Indene,NMOC_g,,0.072,,0.0701,0.0347,0.022,,,,,,,0.017,,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0127,,,,,,,,,,,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2",OLE2,OLE2,NAPS,NAPS,XYLENES,
116.0,C9H8,"Benzene,1-ethynyl-2-methyl-",NMOC_g,,0.0056,,0.0193,,,,,,,,,0.0005,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C9H8/c1-3-9-7-5-4-6-8(9)2/h1,4-7H,2H3",OLE1,OLE1,STYRS,STYRS,BIGENE,
117.0,C8H7N,Benzeneacetonitrile,NMOC_g,,,,0.012,0.0212,0.0031,,,0.0521,,,,0.0041,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0034,,,,,,,,,,,"InChI=1S/C8H7N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6H2",NROG,NROG,NROG,NROG,NROG,
117.0,C4H7NO3,Butene nitrates,NMOC_g,,,,0.0039,0.0065,0.001,,,0.0082,,,,0.0044,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,117.04216_C4H7NO3,RNO3,RNO3,R1NO3,R1NO3,ALKNIT,
118.0,C9H10,Indane,NMOC_g,,0.0061,,0.0084,0.023,0.006,,,,,,,0.0021,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0029,,,,,,,,,,,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",ARO2,ARO2,NAPS,NAPS,XYLENES,
118.0,C9H10,2-propenylbenzene,NMOC_g,,0.0052,,0.0065,0.0104,0.0041,,,,,,,0.0012,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0013,,,,,,,,,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-5,7-8H,1,6H2",OLE1,OLE1,STYRS,STYRS,BIGENE,
118.0,C9H10,"Benzene, 1-propenyl, trans",NMOC_g,,0.0077,,0.0102,0.0177,,,,,,,,0.0021,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,1-propenylbenzene,NMOC_g,,,,0.0023,,0.0032,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0013,,,,,,,,,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2+",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,Cis-1-propenylbenzene,NMOC_g,,0.0038,,0.0048,0.0073,,,,,,,,0.0011,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2-",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,3-methylstyrene,NMOC_g,,0.0457,,0.0256,0.0391,0.0137,,,,,,,0.009,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0098,,,,,,,,,,,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,4-methylstyrene,NMOC_g,,0.0109,,0.0098,,0.0043,,,,,,,0.0021,,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0029,,,,,,,,,,,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,2-methylstyrene,NMOC_g,,,,0.0123,,0.0093,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0052,,,,,,,,,,,"InChI=1S/C9H10/c1-3-9-7-5-4-6-8(9)2/h3-7H,1H2,2H3",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C9H10,Alpha-methylstyrene,NMOC_g,,0.0128,,0.0074,0.0058,0.0032,,,,,,,0.0021,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0072,,,,,,,,,,,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",OLE2,OLE2,STYRS,STYRS,BIGENE,
118.0,C8H6O,Benzofuran,NMOC_g,0.0744,0.04,,0.1468,0.0485,0.0475,0.0281,0.0094,0.0605,,,,0.0505,0.236,2.0,3.0,0.0,11.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,0.063,0.0201,,0.2553,0.017,0.0483,,0.0077,,,,,0.0382,0.3079,InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,ARO1,ARO1,NAPS,NAPS,TOLUENE,
118.0,C4H6O4,Succinic acid,NMOC_g,,0.0017,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",PACD,PACD,RCOOH,OACID,TOLUENE,
118.0,C5H10O3,Isoprene hydroxy hydroperoxides/isoprene epoxydiols,NMOC_g,,,,0.0408,0.0101,0.0012,,,0.0175,,,,0.0044,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0498,,,,,,,,,,,118.11799999999998_C5H10O3,ROOH,ROOH,ROOH,ROOH,XYLENES,
119.0,C8H9N,Dihydro pyridine,NMOC_g,,0.0016,,0.0021,0.0034,0.0004,,,0.0115,,,,0.0004,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,119.07316_C8H9N,ARO1,ARO1,ARO1,ARO1,XYLENES,
119.0,C4H9NO3,2-butyl nitrate,NMOC_g,,0.0018,0.0006,0.0011,0.012,,,0.0004,0.0038,,,,,,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0001,,0.0004,,,,0.0004,0.0015,,,,,,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3",NROG,NROG,R1NO3,R1NO3,ALKNIT,
120.0,C8H8O,"Benzofuran, 2,3-dihydro-",NMOC_g,,,,,,,,,,,,,0.0011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H8O/c1-2-4-8-7(3-1)5-6-9-8/h1-4H,5-6H2",ARO2,ARO2,STYRS,STYRS,BIGENE,
120.0,C8H8O,Vinylphenol,NMOC_g,0.2538,0.2358,,0.1611,0.1081,0.0644,0.0406,0.0768,,,,,0.2666,0.0421,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0.0994,,,,,,,"InChI=1S/C8H8O/c1-2-7-5-3-4-6-8(7)9/h2-6,9H,1H2",CRES,CRES,CRES,CRES,CRESOL,
120.0,C8H8O,Acetophenone,NMOC_g,,0.0055,,0.0031,0.0113,,,,,,,,0.0047,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",ARO1,ARO1,ARO1,ARO1,MEK,
120.0,C8H8O,Benzeneacetaldehyde,NMOC_g,,0.0018,,0.0027,,,,,,,,,0.0008,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",RCHO,RCHO,RCHO,RCHO,BIGALK,
120.0,C8H8O,"Benzaldehyde, 2+3-methyl-",NMOC_g,,0.0278,,0.0216,,,,,,,,,0.0071,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,1604.49_3.247,RCHO,BALD,RCHO,RCHO,BZALD,
120.0,C9H12,N-propylbenzene,NMOC_g,0.0067,0.0112,,0.0067,0.0244,0.0061,,0.0075,0.0171,,,,0.0029,0.0201,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,0.0,8.0,2.0,,0.0027,,0.0041,0.0229,0.0025,,0.0115,0.0173,,,,0.0019,,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ARO1,ARO1,ARO1,ARO1,XYLENES,
120.0,C9H12,3-ethyltoluene,NMOC_g,0.0112,0.0127,,0.0177,0.0217,0.0061,,0.0147,0.0325,,,,0.0275,0.0231,2.0,2.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,3.0,2.0,,,,0.012,,,,0.0108,0.0293,,,,0.0322,,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",ARO2,ARO2,ARO2,ARO2,XYLENES,
120.0,C9H12,4-ethyltoluene,NMOC_g,0.0067,0.0079,,0.0125,0.0189,0.0054,,0.0089,0.0191,,,,0.0087,0.0115,2.0,2.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,7.0,2.0,,,,0.0159,,,,0.0109,0.0177,,,,0.0128,,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",ARO2,ARO2,ARO2,ARO2,XYLENES,
120.0,C9H12,2-ethyltoluene,NMOC_g,0.0067,0.011,,0.0097,0.0391,0.0072,,0.0082,0.0183,,,,0.0134,0.015,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,0.0,4.0,2.0,,0.0076,,0.0069,0.0047,0.0029,,0.0113,0.0165,,,,0.0175,,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",ARO2,ARO2,ARO2,ARO2,XYLENES,
120.0,C9H12,"1,2,4-trimethylbenzene",NMOC_g,0.009,0.0163,,0.029,0.0633,0.0105,,0.0073,0.0261,,,,0.0266,0.0156,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,0.0,8.0,3.0,,0.001,,0.0269,0.0045,0.0047,,0.0073,0.0226,,,,0.0589,0.0075,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",ARO2,B124,BZ124,BZ124,XYLENES,
120.0,C9H12,"1,3,5-trimethylbenzene",NMOC_g,,0.005,,0.0102,0.0122,0.0072,,0.0045,0.0111,,,,0.0068,0.0219,0.0,3.0,0.0,10.0,3.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,8.0,2.0,,0.0026,,0.0086,0.0046,0.0073,,0.0052,0.009,,,,0.015,,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",ARO2,ARO2,BZ135,BZ135,XYLENES,
120.0,C9H12,"1,2,3-trimethylbenzene",NMOC_g,,0.025,,0.0383,0.0539,0.0125,,0.0045,0.0141,,,,0.075,0.0099,0.0,3.0,0.0,7.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,2.0,,0.0014,,0.0246,0.0027,,,0.0052,0.0108,,,,0.1015,,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",ARO2,ARO2,BZ123,BZ123,XYLENES,
120.0,C9H12,Isopropylbenzene,NMOC_g,0.0067,0.0133,,0.0057,0.0044,0.0042,,0.0075,0.0082,,,,0.0011,0.0138,2.0,2.0,0.0,11.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,8.0,2.0,,,,0.0036,0.0003,,,0.0134,0.0101,,,,0.0005,,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",ARO1,ARO1,ARO1,ARO1,XYLENES,
120.0,C9H12,C9H12 isomers,NMOC_g,,0.0035,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1014.68_1.267,OLE2,OLE2,OLEC,OLE2,BIGENE,
121.0,C3H7NO4,Propene hydroxynitrates,NMOC_g,,,,,0.0065,0.0006,,,0.0048,,,,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,121.07051_C3H7NO4,RNO3,RNO3,R1NO3,R1NO3,ALKNIT,
122.0,C7H6O2,Benzoic acids/hydroxybenzaldehyde,NMOC_g,,0.02,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,122.123_C7H6O2,ARO1,ARO1,RCOOH,OACID,TOLUENE,
122.0,C7H6O2,"1,3-benzodioxole",NMOC_g,,0.0051,,,,,,,,,,,0.0013,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,"InChI=1S/C7H6O2/c1-2-4-7-6(3-1)8-5-9-7/h1-4H,5H2",ARO2,ARO2,STYRS,STYRS,BIGENE,
122.0,C7H6O2,2-hydroxybenzaldehyde (=salicylaldehyde),NMOC_g,0.0659,0.1062,,0.0723,0.2218,0.0362,0.0301,0.0258,0.071,,,,0.045,0.0343,1.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,,,,0.0421,0.1388,0.0172,,0.0244,,,,,0.0335,,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",CRES,CRES,XYNL,XYNL,BZALD,
